id,car_name,brand,model,kilometers_driven,transmision,fuel,color,engine_capacity,price
1630,Used Toyota XA 2003,toyota,2003,"25,002 KM",Manual,Diesel,White,N/A,"180,000"
1631,Used Toyota Fortuner 4.0L (4X4) 2013,toyota,2013,"120,000 KM",Automatic,Petrol,Silver,4000,"450,000"
1632,Used Toyota Yaris 1.3L SE 2006,toyota,2006,"215,000 KM",Manual,Petrol,Silver,1300,"97,000"
1633,Used Toyota Hiace 3.5L high roof commuter (13 seater) 2013,toyota,2013,"475,000 KM",Manual,Diesel,White,2800,"400,000"
1634,Used Toyota Corolla 2008,toyota,2008,"85,000 KM",Manual,Petrol,Black,1600,"150,000"
1635,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1636,Used Toyota Corolla 1.6L Smart 1983,toyota,1983,"400,000 KM",Automatic,Petrol,White,1600,"50,000"
1637,Used Toyota Fortuner 2016,toyota,2016,"50,000 KM",Automatic,Petrol,Black,4000,"680,000"
1638,Used Toyota Corolla 1.8L Smart 1994,toyota,1994,"100,000 KM",Manual,Petrol,Red,1300,"60,000"
1639,Used Toyota Yaris 2007,toyota,2007,"186,500 KM",Manual,Petrol,Green,1500,"90,000"
1640,Used Toyota Corolla 1.6L Limited 2018,toyota,2018,"58,000 KM",Automatic,Petrol,Gray,1600,"300,000"
1641,Used Toyota Land Cruiser 2002,toyota,2002,"300,990 KM",Manual,Petrol,White,N/A,"1,000"
1642,Used Toyota Land Cruiser 2001,toyota,2001,"328,140 KM",Manual,Petrol,Green,N/A,"1,000"
1643,Used Toyota Land Cruiser 2002,toyota,2002,"323,850 KM",Manual,N/A,Blue,N/A,"1,000"
1644,Used Toyota Land Cruiser 2002,toyota,2002,"323,850 KM",Manual,Petrol,Blue,N/A,"1,000"
1645,Used Toyota Corolla 2013,toyota,2013,"95,000 KM",N/A,N/A,Gray,N/A,"265,000"
1646,Used Toyota Yaris 2015,toyota,2015,"45,000 KM",Automatic,Petrol,Bronze,N/A,"230,000"
1647,Used Toyota Hiace 2014,toyota,2014,"40,000 KM",N/A,Diesel,White,N/A,"437,000"
1648,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1649,Used Toyota Corolla 1994,toyota,1994,"120,000 KM",Manual,Petrol,Red,1300,"70,000"
1650,Used Toyota Yaris Sedan 1.3 S 2007,toyota,2007,280 KM,Manual,Petrol,Blue,1300,"100,000"
1651,Used Toyota Yaris Sedan 1.3L 2007,toyota,2007,280 KM,Manual,Petrol,Blue,1300,"100,000"
1652,Used Toyota Corolla 1.6L Active 2019,toyota,2019,"10,000 KM",Automatic,Petrol,Black,1600,"300,000"
1653,Used Toyota Corolla 1999,toyota,1999,"200,000 KM",Manual,Petrol,Silver,1300,"75,000"
1654,Used Toyota Corolla 1.6L XLI 2015,toyota,2015,"175,000 KM",Automatic,Petrol,Gray,1598,"240,000"
1655,Used Toyota Tercel 1995,toyota,1995,"173,000 KM",Manual,Petrol,Green,1300,"70,000"
1656,Used Toyota Corolla 1.6L Standard 2015,toyota,2015,"98,998 KM",CVT,Petrol,Gray,1600,"250,000"
1657,Used Toyota Yaris Hatchback 1.3L SE 2017,toyota,2017,"42,000 KM",CVT,Petrol,Gray,1296,"1,800,000"
1658,New Toyota Yaris 2006,toyota,2006,0 KM,Automatic,Petrol,Black,N/A,"120,000"
1659,Used Toyota Yaris 1.3L SE 2007,toyota,2007,"146,000 KM",Manual,Petrol,Blue,1300,"120,000"
1660,Used Toyota Corolla 2010,toyota,2010,"300,000 KM",Automatic,Petrol,Gray,N/A,"185,000"
1661,New Toyota Hilux 2023,toyota,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1662,Used Toyota Corolla 2010,toyota,2010,"300,000 KM",Automatic,Petrol,Gray,N/A,"190,000"
1663,Used Mercedes-Benz E-Class E 200 CGI 2015,mercedes-benz,2015,"36,000 KM",Manual,Petrol,Silver,1800,"2,600,000"
1664,Used Mercedes-Benz GLC 250 2011,mercedes-benz,2011,"200,000 KM",Automatic,Petrol,Maroon,1800,"1,250,000"
1665,Used Mercedes-Benz CLC 180 2014,mercedes-benz,2014,"81,000 KM",Automatic,Petrol,Turqoise,1600,"900,000"
1666,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1667,Used Mercedes-Benz CLC 180 2014,mercedes-benz,2014,"59,000 KM",Automatic,Petrol,Black,N/A,"1,570,000"
1668,Used Mercedes-Benz CLC 180 2002,mercedes-benz,2002,"140,999 KM",Automatic,Petrol,Silver,1799,"550,000"
1669,Used Mercedes-Benz GLA 2.0 I-4 2020,mercedes-benz,2020,"20,000 KM",Automatic,Petrol,Red,1600,"2,550,000"
1670,Used Mercedes-Benz GLC-Class 2021,mercedes-benz,2021,"8,300 KM",Automatic,Petrol,White,2000,"3,500,000"
1671,Used Mercedes-Benz GLC Coupe 200 4MATIC 2022,mercedes-benz,2022,"17,000 KM",Automatic,Petrol,Black,1991,"3,700,000"
1672,Used Mercedes-Benz CLC 180 2014,mercedes-benz,2014,"97,000 KM",Automatic,Petrol,White,N/A,"1,550,000"
1673,Used Mercedes-Benz CLC 180 2019,mercedes-benz,2019,"30,000 KM",Automatic,Petrol,Black,1599,"2,600,000"
1674,New Mercedes-Benz C-Class C 200 2023,mercedes-benz,2023,0 KM,Automatic,Petrol,Black,1800,"4,000,000"
1675,Used Mercedes-Benz B Class B200 2013,mercedes-benz,2013,"67,000 KM",Automatic,Petrol,Teal,1600,"1,050,000"
1676,Used Mercedes-Benz 250 SE 2011,mercedes-benz,2011,"200,000 KM",N/A,N/A,Maroon,1800,"1,200,000"
1677,Used Mercedes-Benz CLA-Class CLA 200 2014,mercedes-benz,2014,"160,000 KM",Automatic,Petrol,Red,1600,"1,500,000"
1678,Used Mercedes-Benz C-Class C 200 2022,mercedes-benz,2022,"4,000 KM",Manual,Petrol,Black,1800,"3,100,000"
1679,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1680,Used Mercedes-Benz CLA-Class CLA 180 2015,mercedes-benz,2015,"39,000 KM",Automatic,Petrol,Silver,1600,"1,500,000"
1681,Used Mercedes-Benz CLA-Class CLA 180 2015,mercedes-benz,2015,"180,000 KM",Automatic,Petrol,Black,1600,"1,350,000"
1682,New Mercedes-Benz CLC 180 2022,mercedes-benz,2022,0 KM,Automatic,Petrol,Black,N/A,"3,220,000"
1683,Used Mercedes-Benz C-Class Coupe C 200 2023,mercedes-benz,2023,"2,000 KM",Automatic,Petrol,Black,N/A,"3,900,000"
1684,New Mercedes-Benz C-Class C 180 2023,mercedes-benz,2023,0 KM,Automatic,Petrol,Black,1500,"3,300,000"
1685,Used Mercedes-Benz C-Class C 180 2019,mercedes-benz,2019,"70,000 KM",Manual,Petrol,White,1800,"2,350,000"
1686,Used Mercedes-Benz S-Class S 500 L 2015,mercedes-benz,2015,"120,000 KM",Automatic,Petrol,Black,5500,"3,650,000"
1687,Used Mercedes-Benz C-Class C 180 2013,mercedes-benz,2013,"180,000 KM",Automatic,Petrol,Black,1600,"1,100,000"
1688,Used Mercedes-Benz E-Class E 200 AMG 2023,mercedes-benz,2023,80 KM,Automatic,Petrol,Gray,0,"4,700,000"
1689,Used Mercedes-Benz CLC 180 2018,mercedes-benz,2018,"120,000 KM",Automatic,Petrol,Black,1600,"2,500,000"
1690,Used Mercedes-Benz CLC 180 2018,mercedes-benz,2018,"122,000 KM",Automatic,Petrol,White,N/A,"2,250,000"
1691,Used Mercedes-Benz CLC 180 2013,mercedes-benz,2013,"180,000 KM",Automatic,Petrol,Black,1600,"1,000,000"
1692,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1693,New Mercedes-Benz GLE-Class 2023,mercedes-benz,2023,0 KM,Automatic,N/A,White,3000,"6,500,000"
1694,New Mercedes-Benz GLC-Class GLC 300 2023,mercedes-benz,2023,0 KM,Automatic,Petrol,Black,200,"5,250,000"
1695,Used Mercedes-Benz S-Class S 500 L 2021,mercedes-benz,2021,"28,000 KM",Automatic,Petrol,Black,4000,"7,000,000"
1696,New Mercedes-Benz E-Class E 200 AMG 2022,mercedes-benz,2022,0 KM,Automatic,Petrol,Black,0,"4,600,000"
1697,Used Mercedes-Benz GLK-Class GLK 300 4MATIC 2013,mercedes-benz,2013,"290,000 KM",Automatic,Diesel,Black,3000,"1,200,000"
1698,Used Mercedes-Benz GLC-Class GLC 250 2022,mercedes-benz,2022,"17,000 KM",Automatic,Petrol,Black,2000,"3,900,000"
1699,Used Mercedes-Benz E-Class 2019,mercedes-benz,2019,"68,000 KM",Automatic,Petrol,Black,1600,"2,750,000"
1700,Used Mercedes-Benz C-Class Coupe 2019,mercedes-benz,2019,"75,000 KM",Automatic,Petrol,Silver,1600,"2,250,000"
1701,Used Mercedes-Benz C Class Cabriolet 2018,mercedes-benz,2018,"37,000 KM",Automatic,Petrol,White,1600,"2,450,000"
1702,Used Mercedes-Benz E 280 2007,mercedes-benz,2007,"201,000 KM",Automatic,Petrol,Silver,3000,"830,000"
1703,Used Mercedes-Benz GLA 2.0 I-4 2021,mercedes-benz,2021,"60,000 KM",Automatic,Petrol,Red,1400,"1,950,000"
1704,Used Mercedes-Benz GLA 2021,mercedes-benz,2021,"60,000 KM",Automatic,Petrol,White,1300,"2,350,000"
1705,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1706,Used Mercedes-Benz V Class Standard 2018,mercedes-benz,2018,"84,000 KM",Automatic,Petrol,Black,1600,"2,750,000"
1707,Used Mercedes-Benz C-Class C 180 2010,mercedes-benz,2010,"120,000 KM",Automatic,Petrol,White,1800,"700,000"
1708,Used Mercedes-Benz E-Class 2018,mercedes-benz,2018,"115,000 KM",N/A,N/A,White,N/A,"2,500,000"
1709,Used Mercedes-Benz E 280 E 280 2007,mercedes-benz,2007,"166,000 KM",Automatic,Petrol,Silver,3000,"750,000"
1710,Used Mercedes-Benz A-Class A 200 2020,mercedes-benz,2020,"25,000 KM",Automatic,Petrol,Silver,1300,"1,400,000"
1711,Used Mercedes-Benz E-Class Saloon E 200 2021,mercedes-benz,2021,"17,000 KM",Automatic,Petrol,Black,1991,"2,500,000"
1712,Used Mercedes-Benz A-class Sedan 2014,mercedes-benz,2014,"160,000 KM",N/A,N/A,Red,N/A,"650,000"
1713,Used Mercedes-Benz 280 SL 1982,mercedes-benz,1982,"300,000 KM",Automatic,Petrol,Black,2800,"85,000"
1714,Used Mercedes-Benz C-Class C 180 2017,mercedes-benz,2017,"76,800 KM",Automatic,Petrol,Gray,1595,"980,000"
1715,Used Mercedes-Benz E-Class 2019,mercedes-benz,2019,"32,000 KM",Automatic,Petrol,Black,2000,"2,600,000"
1716,Used Mercedes-Benz C Class Cabriolet 2019,mercedes-benz,2019,"92,000 KM",Automatic,Petrol,Blue,1600,"1,550,000"
1717,Used Mercedes-Benz 250 SE 2015,mercedes-benz,2015,"97,000 KM",Automatic,Petrol,Black,2000,"1,650,000"
1718,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1719,Used Mercedes-Benz B Class 2006,mercedes-benz,2006,"183,000 KM",Automatic,Petrol,Black,1495,"280,000"
1720,Used Mercedes-Benz A-Class 1998,mercedes-benz,1998,"300,000 KM",Manual,Petrol,Maroon,1600,"95,000"
1721,Used Mercedes-Benz C Class Cabriolet 2019,mercedes-benz,2019,"73,000 KM",Automatic,N/A,Black,N/A,"1,780,000"
1722,Used Mercedes-Benz GLA 2015,mercedes-benz,2015,"107,000 KM",Automatic,Petrol,Black,1600,"900,000"
1723,New Mercedes-Benz E-Class 2023,mercedes-benz,2023,0 KM,Automatic,Petrol,Black,N/A,"3,600,000"
1724,Used Mercedes-Benz E-Class Saloon E200 2003,mercedes-benz,2003,"176,500 KM",Automatic,Petrol,Other,1800,"365,000"
1725,Used Mercedes-Benz GLC Coupe 300 4MATIC 2020,mercedes-benz,2020,"40,600 KM",Automatic,Petrol,Black,2000,"2,270,000"
1726,New Mercedes-Benz G-Class 2022,mercedes-benz,2022,2 KM,Automatic,Petrol,White,4000,"4,800,000"
1727,Used Mercedes-Benz E-Class 2020,mercedes-benz,2020,"240,000 KM",Automatic,Hybrid,Blue,2000,"2,395,000"
1728,Used Mercedes-Benz CLC 180 2013,mercedes-benz,2013,"155,000 KM",Automatic,Petrol,Gray,N/A,"700,000"
1729,Used Mercedes-Benz E 280 1988,mercedes-benz,1988,"250,000 KM",Automatic,Petrol,White,2000,"165,000"
1730,Used Mercedes-Benz 280 SL 1982,mercedes-benz,1982,"185,000 KM",Automatic,Petrol,Black,2800,"75,000"
1731,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1732,Used Mercedes-Benz B Class 2007,mercedes-benz,2007,"200,000 KM",Automatic,Petrol,Black,1500,"245,000"
1733,Used Mercedes-Benz E-Class Saloon E 250 2010,mercedes-benz,2010,"210,000 KM",Automatic,Petrol,Silver,1800,"700,000"
1734,Used Mercedes-Benz E-Class Saloon 2015,mercedes-benz,2015,"149,000 KM",Automatic,Petrol,Silver,2000,"1,180,000"
1735,Used Mercedes-Benz C-Class C 180 2013,mercedes-benz,2013,"130,000 KM",Automatic,Petrol,Brown,1800,"750,000"
1736,Used Mercedes-Benz E-Class Saloon E 200 1978,mercedes-benz,1978,"100,000 KM",Manual,Petrol,White,1800,"40,000"
1737,Used Mercedes-Benz E-Class E 200 CGI 1979,mercedes-benz,1979,"999,999 KM",Manual,Petrol,Red,1800,"65,000"
1738,Used Mercedes-Benz CLA-Class CLA 200 2020,mercedes-benz,2020,"60,000 KM",Automatic,Petrol,White,1500,"1,250,000"
1739,Used Mercedes-Benz C-Class C 180 2000,mercedes-benz,2000,"303,000 KM",Automatic,Petrol,Black,1800,"175,000"
1740,Used Mercedes-Benz CLC 180 2002,mercedes-benz,2002,"160,000 KM",Automatic,Petrol,Gold,3200,"205,000"
1741,Used Mercedes-Benz 300SE 2010,mercedes-benz,2010,"195,000 KM",Automatic,N/A,Black,N/A,"645,000"
1742,Used Mercedes-Benz 300/350/380 2018,mercedes-benz,2018,"50,000 KM",Automatic,Hybrid,Black,1991,"3,400,000"
1743,Used Mercedes-Benz GLC 250 2012,mercedes-benz,2012,"227,000 KM",Automatic,Petrol,Black,1800,"535,000"
1744,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1745,Used Mercedes-Benz CLC 200 1977,mercedes-benz,1977,"40,000 KM",Manual,Petrol,White,2000,"35,000"
1746,Used Mercedes-Benz CLA-Class 2016,mercedes-benz,2016,"119,000 KM",Automatic,Petrol,White,1600,"570,000"
1747,Used Mercedes-Benz SEL 500 2008,mercedes-benz,2008,"167,000 KM",Automatic,Petrol,Black,N/A,"595,000"
1748,Used Mercedes-Benz C-Class C 250 2010,mercedes-benz,2010,"111,000 KM",Automatic,Petrol,Black,1800,"400,000"
1749,Used Mercedes-Benz C-Class C 180 2019,mercedes-benz,2019,"64,000 KM",Automatic,Petrol,Black,1600,"850,000"
1750,Used Mercedes-Benz E-Class E 200 AMG 2004,mercedes-benz,2004,"90,000 KM",Automatic,Petrol,Other,1800,"230,000"
1751,Used Mercedes-Benz E 280 E 280 2008,mercedes-benz,2008,"50,000 KM",Automatic,Petrol,Black,3000,"659,995"
1752,Used Mercedes-Benz C-Class C180 2011,mercedes-benz,2011,"142,000 KM",Automatic,Petrol,White,1800,"400,000"
1753,Used Mercedes-Benz E 280 E 280 2008,mercedes-benz,2008,"50,000 KM",Automatic,Petrol,Black,3000,"660,000"
1754,Used Mercedes-Benz B Class 2013,mercedes-benz,2013,"93,000 KM",N/A,Petrol,Silver,1600,"325,000"
1755,Used Mercedes-Benz E-Class Saloon 2014,mercedes-benz,2014,"94,000 KM",N/A,Petrol,Black,2000,"750,000"
1756,Used Mercedes-Benz V Class 2005,mercedes-benz,2005,"240,000 KM",Automatic,Diesel,Blue,1500,"180,000"
1757,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1758,Used Mercedes-Benz CLA-Class 2015,mercedes-benz,2015,"150,000 KM",Automatic,Petrol,Black,N/A,"400,000"
1759,Used Mercedes-Benz C-Class 2014,mercedes-benz,2014,"115,000 KM",Automatic,Petrol,Gray,1800,"525,000"
1760,Used Mercedes-Benz CLC 180 2021,mercedes-benz,2021,"3,000 KM",Automatic,Petrol,Black,1500,"920,000"
1761,Used Mercedes-Benz C-Class C 180 2012,mercedes-benz,2012,"89,000 KM",Automatic,Petrol,Black,1800,"470,000"
1762,Used Mercedes-Benz 280 1984,mercedes-benz,1984,"200,000 KM",Manual,Petrol,Green,N/A,"65,000"
1763,Used Mercedes-Benz 280 SL 1984,mercedes-benz,1984,200 KM,Manual,N/A,Green,0,"65,000"
1764,Used Mercedes-Benz B Class 2010,mercedes-benz,2010,"6,000 KM",Automatic,Petrol,Black,1500,"300,000"
1765,Used Mercedes-Benz 280 2017,mercedes-benz,2017,"24,000 KM",Automatic,Petrol,Black,2000,"1,300,000"
1766,Used Mercedes-Benz C-Class C 180 2013,mercedes-benz,2013,"130,000 KM",Automatic,Petrol,Brown,1600,"460,000"
1767,Used Mercedes-Benz 300/350/380 2018,mercedes-benz,2018,"44,000 KM",Automatic,Hybrid,Gray,N/A,"900,000"
1768,Used Mercedes-Benz B Class 2008,mercedes-benz,2008,"127,000 KM",Automatic,Petrol,Red,N/A,"175,000"
1769,Used Mercedes-Benz C-Class 2019,mercedes-benz,2019,"23,000 KM",CVT,Petrol,Black,1500,"910,000"
1770,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1771,Used Mercedes-Benz C-Class C 200 2009,mercedes-benz,2009,"190,000 KM",Automatic,Petrol,Silver,1800,"325,000"
1772,New Mercedes-Benz E-Class 2021,mercedes-benz,2021,18 KM,Automatic,Petrol,Silver,2000,"1,650,000"
1773,Used Mercedes-Benz 300 2020,mercedes-benz,2020,"21,000 KM",Automatic,Petrol,White,2000,"1,400,000"
1774,Used Mercedes-Benz E 280 E 280 2000,mercedes-benz,2000,"180,000 KM",Automatic,Petrol,Silver,3000,"220,000"
1775,Used Mercedes-Benz C-Class C 180 2011,mercedes-benz,2011,"129,000 KM",Automatic,Petrol,Gray,1600,"370,000"
1776,Used Mercedes-Benz S 280 S 280 1997,mercedes-benz,1997,"180,000 KM",Automatic,Petrol,Blue,2800,"180,000"
1777,Used Mercedes-Benz S-Class 2000,mercedes-benz,2000,"145,000 KM",Automatic,Petrol,Black,3200,"275,000"
1778,New Mercedes-Benz E-Class 2021,mercedes-benz,2021,0 KM,Automatic,Petrol,Black,N/A,"1,560,000"
1779,Used Mercedes-Benz C-Class C 180 2000,mercedes-benz,2000,"218,000 KM",Automatic,Petrol,Silver,1800,"170,000"
1780,Used Mercedes-Benz CLC 180 2011,mercedes-benz,2011,"230,000 KM",Automatic,Petrol,Gray,N/A,"330,000"
1781,Used Mercedes-Benz GLC-Class 2020,mercedes-benz,2020,"10,000 KM",N/A,N/A,White,N/A,"1,090,000"
1782,New Mercedes-Benz CLA-Class 2020,mercedes-benz,2020,0 KM,Automatic,Petrol,Blue,1800,"890,000"
1783,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1784,Used Mercedes-Benz B Class 2006,mercedes-benz,2006,"166,000 KM",Automatic,Petrol,Gray,1500,"175,000"
1785,Used Mercedes-Benz C-Class 2015,mercedes-benz,2015,"86,000 KM",Automatic,Petrol,Black,1600,"600,000"
1786,Used Mercedes-Benz S-Class S 500 2009,mercedes-benz,2009,"210,000 KM",Automatic,Petrol,White,5461,"820,000"
1787,Used Mercedes-Benz B Class 2007,mercedes-benz,2007,165 KM,N/A,N/A,Silver,N/A,"200,000"
1788,Used Mercedes-Benz C-Class C 300 2020,mercedes-benz,2020,15 KM,Automatic,Petrol,White,1991,"1,100,000"
1789,Used Mercedes-Benz S-Class S 500 2007,mercedes-benz,2007,"248,000 KM",Automatic,Petrol,Black,5500,"540,000"
1790,Used Mercedes-Benz S-Class S 500 e 2019,mercedes-benz,2019,"40,000 KM",Automatic,Hybrid,Black,2996,"3,250,000"
1791,Used Mercedes-Benz E 280 E 280 1982,mercedes-benz,1982,"93,000 KM",Manual,Petrol,Black,2300,"55,000"
1792,Used Mercedes-Benz C-Class C 180 2013,mercedes-benz,2013,"80,000 KM",Automatic,Petrol,Silver,1600,"475,000"
1793,Used Mercedes-Benz C-Class C 180 2011,mercedes-benz,2011,"97,000 KM",Automatic,Petrol,Black,2000,"355,000"
1794,Used Mercedes-Benz B Class 2013,mercedes-benz,2013,"81,000 KM",Automatic,Petrol,Gray,1600,"350,000"
1795,Used Mercedes-Benz C-Class C 180 2010,mercedes-benz,2010,"125,000 KM",Automatic,Petrol,Silver,1800,"360,000"
1796,New Toyota Hilux 2023,mercedes-benz,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1797,Used Mercedes-Benz A-Class A 200 2014,mercedes-benz,2014,"95,500 KM",Automatic,Petrol,White,1600,"450,000"
1798,Used Mercedes-Benz S-Clas S 350 2009,mercedes-benz,2009,"80,000 KM",Automatic,Petrol,Black,3500,"950,000"
1799,Used Mercedes-Benz E-Class 2020,mercedes-benz,2020,"7,000 KM",N/A,N/A,Silver,N/A,"1,450,000"
1800,Used Mercedes-Benz E-Class 2019,mercedes-benz,2019,"9,000 KM",Automatic,N/A,Black,1599,"1,050,000"
1801,Used Fiat Tipo Sedan 1.6L Full Option 2022,fiat,2022,"35,000 KM",Automatic,Petrol,White,1600,"830,000"
1802,Used Fiat Tipo Sedan 1.6L Standard 2022,fiat,2022,"33,000 KM",Automatic,Petrol,Green,1600,"780,000"
1803,Used Fiat Tipo Sedan 1.6L Full Option 2021,fiat,2021,"45,000 KM",Automatic,Petrol,Silver,1600,"710,000"
1804,New Toyota Hilux 2023,fiat,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1805,Used Fiat Tipo Sedan 1.6L Full Option 2022,fiat,2022,"35,000 KM",Automatic,Petrol,Red,1600,"850,000"
1806,Used Fiat Tipo Sedan 1.4L Highline 2021,fiat,2021,"30,000 KM",Manual,Petrol,Silver,1400,"680,000"
1807,Used Fiat Doblo 1.4L Standard 2021,fiat,2021,"123,000 KM",Manual,Petrol,White,1400,"360,000"
1808,Used Fiat Tipo Sedan 1.6L Standard 2022,fiat,2022,"22,000 KM",Automatic,Petrol,Tan,1600,"775,000"
1809,Used Fiat Tipo Sedan 1.6L 2022,fiat,2022,"21,000 KM",Automatic,Petrol,Gray,1600,"760,000"
1810,Used Fiat Tipo Sedan 1.4L Full Option 2022,fiat,2022,"62,000 KM",Automatic,Petrol,White,1400,"850,000"
1811,Used Fiat Punto Evo Punto Evo 2012,fiat,2012,"110,000 KM",Automatic,Petrol,Burgundy,1400,"350,000"
1812,Used Fiat Tipo Sedan 1.6L 2021,fiat,2021,"45,000 KM",Automatic,Petrol,Blue,1600,"750,000"
1813,Used Fiat Punto 1.3L Punto 1.3L 1989,fiat,1989,"180,000 KM",Manual,Petrol,Red,1300,"28,000"
1814,Used Fiat Tipo Sedan 1.6L 2020,fiat,2020,"300,000 KM",Manual,Petrol,Silver,1400,"450,000"
1815,Used Fiat Tipo Sedan 1.6L Standard 2021,fiat,2021,"62,000 KM",Automatic,Petrol,Gray,1600,"725,000"
1816,Used Fiat Tipo Sedan 1972,fiat,1972,"100,000 KM",Manual,Petrol,Blue,1100,"17,000"
1817,New Toyota Hilux 2023,fiat,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1818,Used Fiat Tipo Sedan 1.6L Standard 2021,fiat,2021,"50,000 KM",Automatic,Petrol,Brown,1600,"850,000"
1819,Used Fiat Tipo Sedan 1.6L Standard 2020,fiat,2020,"35,600 KM",Automatic,Petrol,White,1600,"640,000"
1820,Used Fiat Tipo Hatchback 1.6L pop 2019,fiat,2019,"50,000 KM",Automatic,Petrol,Blue,1600,"800,000"
1821,Used Fiat Tipo Sedan 1.6L Standard 2021,fiat,2021,"29,000 KM",Automatic,Petrol,Black,1600,"650,000"
1822,Used Fiat Tipo Hatchback 1991,fiat,1991,"200,000 KM",Manual,Petrol,Green,1400,"60,000"
1823,Used Fiat Punto 1994,fiat,1994,"233,000 KM",Manual,Petrol,White,1300,"80,000"
1824,Used Fiat 124 Spider 1974,fiat,1974,"9,999 KM",Manual,Petrol,Green,1500,"25,000"
1825,Used Fiat Punto Evo 2013,fiat,2013,"190,000 KM",Automatic,Petrol,Black,1400,"335,000"
1826,Used Fiat Tipo Sedan 1.6L 2021,fiat,2021,"35,000 KM",Automatic,Petrol,White,1600,"580,000"
1827,Used Fiat Tipo Sedan 1.4L Highline 2022,fiat,2022,"40,000 KM",Automatic,Petrol,Gray,1600,"570,000"
1828,Used Fiat Tipo Sedan 1.4L Full Option 2020,fiat,2020,"70,000 KM",Manual,Petrol,Maroon,1400,"350,000"
1829,Used Fiat Fiorino 1.4L 2005,fiat,2005,"80,000 KM",Manual,Petrol,Other,1400,"43,000"
1830,New Toyota Hilux 2023,fiat,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1831,Used Fiat Tipo Hatchback 1.6L Full Option 2021,fiat,2021,"25,000 KM",Automatic,Petrol,Brown,1600,"600,000"
1832,Used Fiat Tipo Hatchback 1987,fiat,1987,"99,999 KM",Manual,Petrol,White,900,"24,000"
1833,Used Fiat 500 1999,fiat,1999,"200,000 KM",Manual,Petrol,Black,1500,"58,000"
1834,Used Fiat Qubo 1.4L Top 2017,fiat,2017,"110,000 KM",Manual,Petrol,Silver,1400,"220,000"
1835,Used Fiat Tipo Sedan 2021,fiat,2021,"40,000 KM",Manual,Petrol,Black,1400,"370,000"
1836,Used Fiat Punto 1.4L Standard 2008,fiat,2008,"540,000 KM",Manual,Petrol,Blue,1400,"200,000"
1837,Used Fiat Tipo Sedan 1.6L 2021,fiat,2021,"31,000 KM",Automatic,Petrol,Blue,1600,"650,000"
1838,Used Fiat Punto 1984,fiat,1984,"75,000 KM",Manual,Petrol,White,1300,"27,000"
1839,Used Fiat Punto 2009,fiat,2009,"178,000 KM",Manual,Petrol,Blue,1400,"140,000"
1840,Used Fiat Tipo Sedan 1.4L Full Option 2020,fiat,2020,"168,000 KM",Manual,Petrol,Maroon,1400,"275,000"
1841,Used Fiat Tipo Sedan 1.6L Standard 2006,fiat,2006,"99,999 KM",Manual,Petrol,White,1600,"30,000"
1842,Used Fiat Panda 1982,fiat,1982,"150,000 KM",Manual,Petrol,Red,1500,"25,000"
1843,New Toyota Hilux 2023,fiat,2023,0 KM,Manual,Diesel,White,2400,"99,500"
1844,Used Fiat Ducato 2021,fiat,2021,"10,999 KM",Manual,Diesel,White,2299,"850,000"
1845,Used Fiat 124 Spider 2008,fiat,2008,"80,000 KM",Manual,Petrol,Black,N/A,"65,000"
1846,Used Fiat Tipo Sedan 1.4L Highline 2022,fiat,2022,"9,800 KM",Automatic,Petrol,Other,1600,"649,996"
1847,Used Fiat Tipo Sedan 1986,fiat,1986,"100,000 KM",Manual,Petrol,Gold,1100,"20,000"
1848,Used Fiat Punto 1998,fiat,1998,"177,000 KM",Manual,Petrol,White,1000,"36,000"
1849,Used Fiat Tipo Sedan 1997,fiat,1997,"100,000 KM",Manual,Petrol,Blue,1100,"31,000"
1850,Used Fiat 124 Spider 1998,fiat,1998,"100,000 KM",Manual,Petrol,Red,N/A,"22,000"
1851,Used Fiat Tipo Sedan 1.4L Full Option 2020,fiat,2020,"38,000 KM",Automatic,Petrol,Gray,1600,"365,000"
